"Id","User_Name","Full_Text","Sentiment_GPT","Sentiment_AWS","Negative_GPT","Negative_AWS","Positive_GPT","Positive_AWS"
"1634504035150487552","Motanel 1984➡️������������","Myslíte si, že první projev Petra Pávka jako prezidenta ČR ve Vladislavském sále napsala historicky poprvé umělá inteligence  Bych řek, že by to měla zvládnout lépe ne  AI generated Pávek: ","Positive","NEGATIVE","20","0.545444548","80","0.024971155"
"1600094283205427203","Sváťa Barek ��","Hele, nezvolíme si umělou inteligenci za diktátora?  Už teď mluví daleko rozumněji, než politické strany, které u nás mají 27% a 12%… (Vygenerováno pomocí @GPTchats) ","Positive","NEGATIVE","25","0.736384749","75","0.003742944"
"1632372295615250433","Jakub Steiner","Vytříbený jazyk býval signálem kvalitní myšlenky, neboť jej vypilovat bývalo pracné. Umělá inteligence nám možnost použít tento kredibilní signál vzala. I bezcennou blbost zle dnes na jedno kliknutí obalit do vznešeného hávu.","Positive","NEGATIVE","40","0.766491711","60","0.020678181"
"1458720577531875334","Jana","Proč někdo věří na pandemii? Do r2020 se nikdy nepostupovalo dle Pandemie SARS 2002 zvládla WHO za 8 měs bez  Od r2020 WHO dle V /Wuhanu studie na 10mil asymptomatický přenos vyvrácen  odmítl se Pandemický plán  ","Positive","NEGATIVE","20","0.550008833","80","0.004171918"
"1636098278805651459","ČT24","Když senior uslyší v telefonu hlas svého vnuka, který ho zoufale prosí o pomoc, asi jen málokterý mu ji odmítne. Problém je, pokud tento hlas nepatří příbuznému – ale umělé inteligenci, která se za vnouče jen vydává. ","Positive","NEGATIVE","20","0.729784489","80","0.007245773"
"1616509480606261248","Komander Spock","@idyotinstitute Fascinující, slyšel jsem, že humanoidi jsou vesměs z tábora protikandidáta, ale vzhledem k velmi nízké umělé inteligenci se dají snadno rozpoznat.","Negative","POSITIVE","100","0.048417699","0","0.473216295"
"1602781756318535681","Pavel Hertl","@Otravnej Hele, zadal jsem umělé inteligenci DALL-E, aby tě nakreslila.  Zadání bylo:  annoying guy jiri sells gold and silver in prague  normálně celej ty (hlavně č. 1 a 4)! ","Positive","NEGATIVE","20","0.801098824","80","0.004038736"
"1641392253905018881","Kamil Krbalek","@CT24zive Jakoby technologický růst neměnil lidskou společnost už tisíciletí. Tak jen to bude rychlejší. 99% lidí nad těmi změnami nemělo kontrolu ani teď, pro ně se nic nezmění. Nebo se dokonce zlepší, protože to 1% už nebude mít navrch. A jak neprohrát šachy s umělou inteligencí? Nehrát.","Positive","NEGATIVE","20","0.570976794","80","0.048864085"
"1641381622619439105","ČT24","Jsme jako indiáni, kteří zahlédli na obzoru plachty Evropanů. Brněnský expert varuje před umělou inteligencí  ","Negative","POSITIVE","100","0.228748873","0","0.427662402"
"1641341017260544003","Yaro Hanten-Inu","@ZVeselsky ""Navrhuje myšlenku obětovat se, pokud Eliza souhlasí s tím, že se postará o planetu a zachrání lidstvo prostřednictvím umělé inteligence."" OMG! Jednoznačně vidím vinu na straně klimaalarmismu a šiřitelé tohoto strachu by měli být trestáni stejně jako teroristé.","Positive","NEGATIVE","40","0.909524381","60","0.003240103"
"1641528772078739473","Macan15��","Přirozenou inteligenci nelze nahradit umělou!","Positive","NEGATIVE","20","0.517767072","80","0.020434950"
"1641314159382888448","Demokratická opozice","@Xhonzyk2 @FPertold Dokonce se může stát, že 200 tisíc tun brambor vyprodukuje 0 lidí, budeme na to mít roboty a umělou inteligenci.  Jen nevím, jak to zapadne do představ o důchodovém systému pana Pertolda ","Positive","NEGATIVE","20","0.593639851","80","0.011108144"
"1580595142662447106","Michal Holzer #FCKPTN","@BorisZajicek @ilblog iPhone poráží většinu díky té umělé inteligenci a omezenému počtu přístrojů na které to kalibrují. Nevím o nikom kdo by tu UI měl. Možná se rozhoupou výrobci. Šli jinou cestou vývoj něco stojí. Apple své čipy neprodává","Positive","NEGATIVE","20","0.924356341","80","0.002753524"
"1560203361479163904","Lenka �","@JiStrnad93 Minule jsem uměle inteligenci napsala, ze je ještě hloupá a at me už spoji s člověkem ! Bylo to k nevydrzeni","Positive","NEGATIVE","20","0.930911481","80","0.001428667"
"1633829345486856198","Filip Zelenka","Další pokus vlády podpořit startupový svět Česka - zhruba 1,3 miliardy korun půjde do tří fondů, které budou investovat třeba do startupů z univerzit využívající umělou inteligenci. Právě přenos výzkumu do praxe v Česku zatím moc neumíme. @E15news   ","Positive","NEGATIVE","20","0.515798271","80","0.012370785"
"1631580185857253377","Pavel Hodál","Přišla mi dodatečně nabídka, která se neodmítá. Ještě jednou (a naposledy) jsem upravil program DigiDay: Protože téma ""Diagnostika z očního pozadí pomocí umělé inteligence"" tam určitě patří. ","Positive","NEGATIVE","20","0.414398402","80","0.189261064"
"1627647968542064640","TP2021","@ocetnik Úplně mimo po této zkušenosti  jsem na celou umělou inteligenci zanevřel!! ","Negative","POSITIVE","100","0.015646903","0","0.948140204"
"1625490553852018690","Martin","@brnomycity Jako vyhazet uredniky a nahradit je umelou inteligenci by urcite pomohlo. Te by se sice take cas od casu neco nepovedlo, ale urcite by to nebyly takove katastrofy...","Positive","NEGATIVE","20","0.495930552","80","0.022647042"
"1624842366992490497","Tomáš Kocián","Když si zvykneš si psát s umělou inteligencí natolik, že tě překvapí, když druhá strana okamžitě nezačne generovat odpověď","Positive","NEGATIVE","20","0.532644093","80","0.087067887"
"1639723955777830913","Cognitive Assassin","@maestrosill Martine, taky jsem mu dával programátorský úkoly a taky jsem unešen. Ale jsem DOST v klidu, umělá inteligence se sice mocná, ale lidská blbost je věčná a nezničitelná.","Negative","POSITIVE","75","0.236275375","25","0.370274097"
"1622041826730311686","Ivan Dachs Hladík ✒️ (Ian Dachs)™","Když nemůžete spát a pokoušíte umělou inteligenci #AI #Midjourney... To mám být já a kluci, kdyby s námi něco točil #Pixar. ","Positive","NEGATIVE","20","0.634297669","80","0.027648300"
"1620871856986415104","Martin Weiss","Poslouchám podcast o nedosažitelnosti skutečné umělé inteligence. Najednou slyším, že ti chlápci vymysleli silnější verzi Turingova testu, inspirovanou výslechovými metodami Stasi. By mě nenapadlo, že výzkum, jaký  dělá ÚSTR, najde uplatnění v AI! ","Positive","NEGATIVE","20","0.592646182","80","0.033457648"
"1638460735536656384","Mike Bart","NESKUTEČNÉ!!!  Co dnes ta AI [Umělá Inteligence] dokáže vytvořit!!!   Stačí k tomu AI SW ""Midjourney v5"".  Již nikdy nevěř ničemu, co nevidíš na vlastní oči  !!!  [AI / Zatýkání Donalda Trumpa] ","Positive","NEGATIVE","20","0.697447836","80","0.098467000"
"1638303107875471361","Jíra z Jezvec ♍","@slecnaxy Čínská umělá inteligence prý ví všechno. Třeba vás někde zahlédla, jak žehlíte puky. Na kalhotách.","Positive","NEGATIVE","20","0.635863364","80","0.002425468"
"1616710796272189441","Filip Jirsák","Teď jsem při přihlašování do chatu s umělou inteligencí ChatGPT musel vyplňovat obrázkovou CAPTCHA, abych potvrdil, že nejsem robot. Nezacyklilo se to nějak?","Positive","NEGATIVE","20","0.670227826","80","0.005802717"
"1615471043874889751","Michal Birkáš","Jaké podvody ve školách s umělou inteligencí? Budíček! Tohle je 21. Století a školství pořád chrápe. Je třeba se adaptovat a ne si nechat ujíždět další a další vlak.","Positive","NEGATIVE","40","0.927377880","60","0.008218181"
"1612418718780227584","Jan Betlach �","Škoda Auto Chatbot !!!  ŠA nasazuje v rámci jednání s obchodními partnery umělou inteligenci (AI). Na začátku bude AI vyjednávat s jedním dodavatelem, postupně s několika v rámci výběrových řízení. Cílem je eliminace lidského faktoru a efektivita celého procesu.","Positive","NEGATIVE","20","0.810329258","80","0.001972474"
"1636802532595859468","ČO_si","@Prolotario1 Nedávno jsem přišel na to že nejhorší je strach. Přestaň se bát a už nic proti tobě nemají. Že ti budou vyhrožovat. Je to jenom umělá inteligence. Takže ...","Positive","NEGATIVE","20","0.876089275","80","0.003456930"
"1636252279673085952","Dušan Müller","@olivkovamilena @ivokubes @karelhavlicek Hlavně, aby na něj nenarazila umělá inteligence. Roky vývoje a strojového učení by byly pryč. Úplně by zblbla.","Positive","NEGATIVE","40","0.886799037","60","0.000853576"
"1635673821419126791","prochihxc","@kytka123 Hele, i umělá inteligence může být právník a určitě nebude mít nasráno v hlavě. ","Positive","NEGATIVE","20","0.503830016","80","0.081790663"
"1635238807502204928","Madina Samyltyrova","Proč se najednou kolem mě objevuje umělá inteligence? Editor v Notion už nabízí shrnutí mých textů. Já jsem částo mimo novinek, ale o takové technologií chci vědět více. Pokud jde o začátek nějaké revoluce, tak si připravuju popcorn a sleduju.","Positive","NEGATIVE","20","0.462702572","80","0.074930280"
"1634803853668282368","Jiří Vykouk","@mysikralovna Zachraňte Vojína Ryana, Umělá inteligence, Forest Gump, NIKDY nedokoukám do konce se suchým okem","Positive","NEGATIVE","20","0.519348562","80","0.020308711"
"1601126792370171905","Michal Špondr","IMHO zatím ale v blízké době o úplné nahrazení programátorů nepůjde, spíš začnou umělou inteligenci používat jako pomocníka, a jejich práce bude hlavně ta přemýšlecí: specifikovat, co je třeba vůbec za funkce.","Positive","NEGATIVE","20","0.390882969","80","0.019366493"
"1633499114133438465","Kamil Krbalek","@rozanek Ta umělá inteligence je vážně k ničemu","Positive","NEGATIVE","20","0.996819496","80","0.000103930"
"1631393610808565794","Jiří Vítek","Pff, dokonce i umělá inteligence věří tomu, že #Yotes jsou skutečný hokejový tým hrající zápasy.  Ani Taro Tsujimoto nezabral.  @Josef_Hlavac ","Positive","NEGATIVE","20","0.464469552","80","0.037324861"
"1578677898902671360","Česká Mysl","Noční můra filmařů? Umělá inteligence začíná vytvářet videa   Facebook, Google i Číňané vyvíjejí umělou inteligenci, která vytváří videa z textu. ","Positive","NEGATIVE","40","0.643993735","60","0.001358450"
"1571604910436761600","Matěj Čuchna","@CT24zive Dobří lidé, nesmějte se tomu. Tohle je očividně prototyp a největší fušku dalo naučit umělou inteligenci rozpoznat jednotlivý typy odpadků. Stejný software půjde nasadit na linku s běžícím pásem a robotickými rameny, která zvládne roztřídit tuny odpadu za hodinu. Spousta peněz.","Positive","NEGATIVE","20","0.871853411","80","0.038731284"
"1627712086259138563","Zdeněk Hora","@VrazednaPanenka Jak je vidět, tak umělá inteligence není tak blbá, aby pořád makala ","Positive","NEGATIVE","20","0.818141222","80","0.006892476"
"1627385816384262146","Paja Von Dr ������","@TomasZdechovsky Ani ta umělá inteligence to nemůže s ruSSákama vydržet ","Positive","NEGATIVE","20","0.848082185","80","0.000746589"
"1627322218853150720","Milan Kučera","@mirka_simkova Vždyť je to jen taková hračka. Pokud umělá inteligence neusiluje o zničení lidstva, tak to JEŠTĚ není inteligence. ","Positive","NEGATIVE","20","0.484380037","80","0.032182399"
"1528186453074771968","G Alex","@SeznamZpravy Proč by přišli o práci, naopak ji budou mít více, budou tvořit vlastní styly nakreslením mnoha obrázků, které vytvoří trénovací množinu pro umělou inteligenci a tu budou mít pak licencovanou a obrázky už budou jen generovat a prodávat.","Positive","NEGATIVE","20","0.620122135","80","0.003013763"
"1494425509664542728","Leni ""Lee"" Krsova ⚔️","Ono to s tou umělou inteligencí nebude tak horký. Tady kluky zastavila odložená e-koloběžka... ","Positive","NEGATIVE","20","0.591371000","80","0.083141051"
"1623388999875272704","TradeCZ - Petr Plecháč","Scameři opět povýšili  Nyní už si pod YT videem odpovídají a lajkují si příspěvky  To je pořád umělá inteligence, tak co kdyby se použila k něčemu dobrému  ","Positive","NEGATIVE","20","0.784628749","80","0.015388734"
"1474025170746679304","Tomáš Budník","Je velmi snadné výsledky z GPT-3 chybně pochopit jako umělou inteligenci  #AI","Negative","POSITIVE","100","0.013685720","0","0.529887617"
"1619300068888285186","Jiri Vrobel ��","Možná by bylo lepší, kdyby umělá inteligence debaty poslouchala a pak hlasovala.","Positive","NEGATIVE","20","0.352130681","80","0.025635403"
"1619111506532265984","Tomáš Klouda","@bartkovskym @MichaelRozsypal Umělá inteligence by mohla na základě dosavadních debat vyrobit další, které by Máťa mohl, klidně umělointeligentně, komentovat... Oh wait, špatný nápad","Positive","NEGATIVE","20","0.544508398","80","0.006894162"
"1619037851982901248","Jan Švancara��","Uklidňuje mě, že v příštím prezidentském duelu už bude diskutovat umělá inteligence.","Positive","NEGATIVE","20","0.338212043","80","0.153778538"
"1616651757962010625","SteweNice1","Bojte se! Umělá inteligence vytvořila 3D modely osob v kanceláři prostým sledováním signálu Wi-Fi –     ...., AI IS NOT ALL POWERFUL,......IT IS A PROGRAM,... :-) ...., KI IST NICHT ALLES MÄCHTIG,......ES IST EIN PROGRAMM,...","Positive","NEGATIVE","20","0.872720063","80","0.002823431"
"1616401724033343488","MacCapka","@PavelHertl @DagmarKavkova @general_pavel Umělá inteligence opět převýšila přirozenou tupost.","Positive","NEGATIVE","20","0.774134040","80","0.005540195"
"1615239068975263746","A.n.d.r.z.e.j �‍☠️���� #NAFO","@re_akcionar @MartinPridal @ilblog Jakakoliv inteligence, at uz ziva nebo umela, neni 100% duveryhodny zdroj. Protoze inteligence?","Positive","NEGATIVE","40","0.519425988","60","0.001093722"
"1382689805587320852","disastersituations","Kdo nemá ultimate crush na @Grimezsz tak je asi jen hologram vytvořenej  umělou inteligencí by tenhle svět nevypadal tak prázdně.","Positive","NEGATIVE","20","0.812162995","80","0.026409168"
"1611782376773877760","Přemysl Vaculík","@JanKubita I umělá inteligence, která by se to pokusila přepsat, by spáchala sebevraždu, natož nějaký úředník ","Positive","NEGATIVE","20","0.767037034","80","0.001139352"
"1609964860762202112","David Ondráčka","Zajímavé postřehy a pro mnohé profese neradostné, @kasikp  ""Zatímco před deseti lety panoval názor, že umělá inteligence nejprve ovlivní fyzickou práci, pak kancelářskou práci a jednou možná i práci kreativní, nyní se zdá, že vše proběhne v opačném pořadí"" ","Negative","POSITIVE","60","0.006495914","40","0.688655317"
"1603500627346309120","Pavel Jan","@nehoda Zapomínáte na dvě základní věci. Vámi zmiňovaná umělá inteligence není úmyslně připojená k internetu a tudíž nemá možnost prohledávat aktuální informace a také to že na začátku fungovala významně lépe a po 3 dnech byla jejich funkcionalita omezena","Positive","NEGATIVE","40","0.792680502","60","0.020424435"
"1603375026715217920","Míla Král","@NewsroomCT24 @Ravenhir Nebude ta ""umělá inteligence"" žalovatelná. Měla by si již dopředu zajistit obhájce.","Positive","NEGATIVE","20","0.520246029","80","0.010310729"
"1600880697241088000","Night Hunter","@danusenerudova To píše umělá inteligence? Dostalo se i ke mně nachlazení? Snad se říká nachladit se,  a dostat chřipku. Tak ať se hlavně nenachřipkujete, protože předávat nachřipkování je horší než předávat vyznamenání.","Positive","NEGATIVE","20","0.659358263","80","0.002021983"
"1600728013041127424","KarelK77","@SvobodaLab Taky mě mrzí, že byla zamlčena vazba na zakladatele Brasílie   Ale jsem velkorysý - je to přeci jen pouhá umělá inteligence a nemůže vědět všechno","Positive","NEGATIVE","20","0.538742065","80","0.045423198"
"1600538448305061888","Marek Trúchly","@AkciovyGURU @komercka Buďte rád, že Vám s tím nepomáhala ""umělá inteligence"" v podobě Kate nebo Toma. Ještě byste byl na lince a účet by byl vybílený","Positive","NEGATIVE","20","0.709430456","80","0.055037718"
"1600483130892337155","Jiri Svoboda","Něco jsem tu s @JirkaBlatny vykutili o ChatGPT ;) Na paniku, že nás roboti zničí, je podle nás ještě brzo.  P.S.: Přesně 0 % tohoto článku napsala umělá inteligence","Positive","NEGATIVE","20","0.592380524","80","0.027032804"
"1626537091201998849","@365tipů","ChatGPT Hype je důkazem, že umělé inteligenci nikdo nerozumí . Velké jazykové modely jsou hloupější než sousedova kočka. Další prima čtení ","Negative","POSITIVE","100","0.161704823","0","0.729275167"
"1641398782544805889","Michal Till","K tomu zastavení vývoje umělé inteligence, jak píše ve výzvě Musk a další, v Evropě už došlo, zase je EU napřed! ","Positive","NEGATIVE","20","0.481742322","80","0.051262032"
"1601831202511634432","SAD","@IvoZelinka @M_Pac_ Lidí už to tady prasí dlouho. Proč nedat šanci umělé inteligenci ","Positive","NEGATIVE","20","0.617871940","80","0.007328061"
"1599552907363291137","Pavel C","#AI @marek_rosa V umělé inteligenci Evropa zaspala, regulacemi to nikdy nedožene!  Část populace nezvládne AI konkurovat, říká Marek Rosa   Marc Andreessen @pmarca    #infocz #regulace  @echo24cz  @pesvklobouku","Positive","NEGATIVE","40","0.524116695","60","0.004609671"
"1641944407262785538","Simona Pavlasová","@SMatykiewiczova Tenkrát šel ten vývoj umělé inteligence ještě zbrzdit. Teď už je pozdě, teď už se prý vyvíjí třikrát rychleji než lidská. Člověk už jí přestává stačit. A v tom je to nebezpečí ","Positive","NEGATIVE","20","0.537428796","80","0.042351257"
"1641166421223784449","Martin Plodek����","@DavCizek @DMichalinova Neměl bych strach z umělé inteligence jako takové. Mnohem horší budou lidi, kteří ji dokáží zneužít.  Deep fake už začíná být docela problém. Co teprve bude za 10 let","Positive","NEGATIVE","20","0.958308041","80","0.000731447"
"1566655116945625089","David Navratil","Jsme vykulení z toho, co dokáže Midjourney, GPT 3 apod. Obrovský pokrok v umělé inteligenci. Kdo investuje nejvíce do AI? USA. Na druhém místě Čína, ale méně než 1/2 USA. EU krásné třetí místo, nicméně ani ne desetinu toho co USA. ","Positive","NEGATIVE","20","0.539786696","80","0.021844074"
"1639502057248894977","Jiří Š.","Kdo se vlastně bojí umělé inteligence?…diktátoři?… dezinformátoři?..novináři?.. média?..demokracie?..učitelé?..aktivisté?..nebo snad celý svět? teď se s AI roztrhnul pytel, když už tady funguje dlouho:)","Positive","NEGATIVE","20","0.752446473","80","0.026245171"
"1539127338239131648","Rob - Inter Planetary Corps�","Poslouchal jsem včera před spaním podcast o cestě k umělé inteligenci a překvapilo mě, že Aristoteles, kterého dneska bereme jako čistě pozitivní postavu, byl vášnivým obhájcem otrokářství a nenáviděl Peršany natolik, že to byl on kdo navedl Alexandra na zničení jejich říše. ","Negative","POSITIVE","60","0.062399630","40","0.483270437"
"1634841246152916994","Emil Sitta �� for ��","@jedlenka @Zvinov3Svatava Buď je text od “umělé inteligence” a ta je potom hodně v plenkách a nesvěřil bych jí ani rozsvícení žárovky na hajzlíku, nebo je text od člověka po silné mrtvici, kterou lékaři léčili částečnou lobotomií a pak zasluhuje autor naše uznání. Pošlete paní Svatavě hezkou písničku. ","Negative","POSITIVE","60","0.037604921","40","0.834766209"
"1633404353460555777","Seyfor","@Microsoft na nic nečeká, umělou inteligencí chce odstranit ubíjející práci v systému #Dynamics365  #AI ","Positive","NEGATIVE","20","0.528935730","80","0.003442917"
"1631227527128576000","Vladan Krumpl","Celá  podstata dnešní umělé inteligence spočívá v jednoduchém kódu: if... then...else.... Chápu, nezní to moc sexy","Positive","NEGATIVE","20","0.630960405","80","0.090946436"
"1630904421704949765","Tomáš Sobel","Souběh existence umělé inteligence s organickou hloupostí   To bude teprve výzva pro zítřejší já každého z nás.","Positive","NEGATIVE","20","0.568540633","80","0.020696100"
"1630442808925454336","David Melden �� �️ �� �","@Karel_IV62 @JanaKov6 .Tady je právě problém. Když tenhle typ ""umělé inteligence"" používá inteligentní člověk, dokáže její blbosti korigovat. V případě blbce se jeho pitomost násobí její pitomostí. Stačí poslouchat co pindá třeba Dlužena Paví ocas. :)","Positive","NEGATIVE","40","0.858738005","60","0.012176713"
"1626937278512746498","Filip Křistek �‍☠️��","@thedchss Ten jak po smrti přítele borka chodí s umělou inteligencí vytvořenou na základě jeho mozku a jeho umělým tělem, to je kulervoucí","Positive","NEGATIVE","20","0.582749069","80","0.007730886"
"1626241165543739392","Ivo Minařík","MS má s umělou inteligencí fakt pech. Před pár lety vyrobil nácka, na druhý pokus mu vyšel Marvin... ","Negative","POSITIVE","100","0.005673916","0","0.900678992"
"1640601878978240514","Jiří Svoboda","@KarelHavlicek_ Aspon umela inteligence, kdyz ty nemas zadnou..","Positive","NEGATIVE","20","0.514691710","80","0.009060004"
"1624460342150529024","Vaskez CZ","@JanaKov6 Ten chlap má nějak moc prstů. Asi to bude fotografie vytvořena umělou inteligenci. Jinak s příspěvkem souhlasím.","Positive","NEGATIVE","20","0.530587673","80","0.009105450"
"1640323273522049027","Fonetech.cz","Výkonná umělá inteligence je noční můrou všech paranoiků. GPT-4 možná ještě spousta lidí ustojí, ale chatbot má neuvěřitelný potenciál.  ","Negative","POSITIVE","75","0.105145626","25","0.537009358"
"1623601172484435968","Jiří Hlaváč","@male_martini @MinisterskyRada @petrkou Píšu jiná a lehčí. Ne každý bude muset programovat roboty a umělou inteligenci. :) To by ani nedávalo smysl, kdyby to neznamenalo úsporu lidské práce.  Lehčí prací myslím fyzicky náročnou práci. A mentálně ubíjející práci, kdy někdo stojí u pásu a dělá 8 hodin stále stejný pohyb.","Positive","NEGATIVE","20","0.637793124","80","0.047758237"
"1624014796319256576","Andy Houbar","@PetrosKecyaPoli @Posledniskaut @denikcz @KarelHavlicek_ Jako zasmál sem se, ale ve skutečnosti je to urážka umělé inteligence, s jednou si občas chatuju s dává teda rozumnější a hlavně věcnější odpovědi než Havlíček","Positive","NEGATIVE","30","0.419384450","70","0.021300465"
"1623313592752668673","Mára Spáčil ®️ Vzhůru ke hvězdám.","@Lucinda90964714 Věčný boj i tady na Twitteru,ale už jsem tuto hloupou umělou inteligenci docela vycvičil,tak těch slovních nehod už je méně ","Positive","NEGATIVE","20","0.772242129","80","0.002023192"
"1638626235675987969","iROZHLAS.cz","Po internetu začaly kolovat fotky, kde Donalda Trumpa zatýkají policisté. Ty vygenerovala AI, umělá inteligence. Bez bližšího zkoumání jsou falešné snímky snadno uvěřitelné. ","Positive","NEGATIVE","30","0.574310124","70","0.020904228"
"1618479973458927617","��Ondřej Šebestík��","Teď strašně letí obrázky a text vygenerované umělou inteligencí. Zadáte o čem má dílo být a AI to vygeneruje.  Spolužák z VŠ takhle dokonce vydal i sbírku básní. Kdyby v debatách místo Andreje Babiše diskutoval takový software, měly by mnohem vyšší úroveň.","Positive","NEGATIVE","20","0.821479499","80","0.012646964"
"1615795982104694784","mmxiii","@carolinecumrik @FilipHorky @JohnyMachette Bohužel to asi nestihnul nebo jen na chvilku. S umělou inteligenci se již nikdy nebude vyhledávat jako dosud. Proste se zeptate jako kamaráda i na telefonu. Opravdova asistentka. Nebude to jako nechat si něco najít ale dostat odpověď přesně na míru vašemu profilu.","Positive","NEGATIVE","20","0.776733339","80","0.007798269"
"1636863046499876867","Daniel Masopust - CAROVACO","Umělá inteligence chybuje, umí ""přijít"" na svou chybu a omluvit se i vyjádřit snahu o nápravu.   Uvidíme, co na to @novinkycz, které šíří dezinformace o tom, které státy mají povinnost ""zatknout"" Putina na svém území. Například Ukrajina NE.  @pollert11 @novinkycz ","Positive","NEGATIVE","40","0.755985737","60","0.001910569"
"1635936225147101187","Kuba Konečný","@honza_provaznik Adéle Šípové umělá inteligence práci nevezme.","Positive","NEGATIVE","20","0.605998993","80","0.000916768"
"1604853435727224834","jedlenka","@jakubhamleti Některé redakce by si na psaní článků, nebo aspoň titulků, měly najmout umělou inteligenci. Nebo toustovač. Furt to bude lepší a levnější než tohle.","Positive","NEGATIVE","20","0.454878390","80","0.084402867"
"1635790277007818762","David Karfik","Central Intelligence of Bing, lidově A I umělá intel.  za 30 sek. máte výsledek, ale nezkoušejte tam dějiny   ÚV KSČ, tam vysloveně plave...","Positive","NEGATIVE","20","0.562953174","80","0.025626583"
"1632127338602266624","David Gaydečka","@hadjmoussa9210 Jedna věc je umělá inteligence a pak je tu ještě Lego. Dcera z něj náročné makání ve Sněmovně sestavila skoro jak ta inteligence.  ","Positive","NEGATIVE","20","0.513419986","80","0.010140451"
"1589668835371937794","Josef Svoboda","@P_Fiala Co tak do roku 2030 nahradit politiky umělou inteligenci. Byly by menší výdaje na nesmyslné rozhodnutí.","Positive","NEGATIVE","20","0.581449032","80","0.005280841"
"1580836389624877058","Konzervativci","Nová kniha Alexe Jonese „Velký reset“ se hned po prvním týdnu v prodeji dostává na přední příčky bestsellerových žebříčků. Jones v ní varuje před agendou Velkého resetu zbořit staré existující systémy a jejich nahrazení technokracií, umělou inteligencí a genetickým inženýrstvím.","Negative","POSITIVE","100","0.021825926","0","0.500252426"
"1629534517777104901","František","@novtom @lokutus 1/2Je jasné, že automatizace a umělá inteligence bude postupovat a rozhodně bych neřekl, že je to špatně. Ale, zdá se mi, že hodně lidí tady se těší na to, až že skladníků budou nezaměstnaní a budou se na ně moct vytahovat. Souhlasím s vámi, že to může být problém. Na druhou","Positive","NEGATIVE","40","0.553446472","60","0.022088151"
"1629126588892692483","Viktor Votruba","Umělá inteligence z programu #ChatGPT má s původem otravy Bečvy jasno. Ani nezaváhala. Když jsem ji upozornil, že je to blbost, tak se omluvila a opravila to na Synthos Kralupy. Mohlo by zajímat @RibraRichard @JakubPatocka @zuzanavlasata To jen tak pro odlehčení smutného tématu. ","Positive","NEGATIVE","20","0.798082173","80","0.028869675"
"1563208474708025344","Tomáš Dvořák","@SkreckovaAnna @veveroniii @differentdoktor @JulieMontek Takze mali lide dostanou ja nevim, asi protezy tak, aby mohli hrat take vrcholove basketbal? Nebo za par let maji vsichni mene chytri lide dostat ""podpurnou umelou inteligenci"", aby taky mohli delat doktory, ITaky nebo vedce? To je blbost ne, kazdy dela na co ma...","Positive","NEGATIVE","40","0.522685707","60","0.018086804"
"1625936726488190977","Tomáš Sobel","Právě jsem našel tři naprosto rozporuplný nákresy jak správně má být nastavena výška židle, stolu a poloha monitoru aby to bylo ergonomický   Tak ještě že se experti shodnou a umělá inteligence nebude mít problém poznat ten správnej názor ","Positive","NEGATIVE","20","0.343291283","80","0.067373037"
"1544984265112358912","Petr Krajči","@NezlomnaOvena @Honza74789077 Felda se při náležitý údržbě (""díly tu porád sou!"") jen tak nerozpadne -stejně jako nepřestane fungovat krouhák na zelí po babičce. Dřív přestanou jezdit ty umělou inteligencí nabušený monstra, páč nebudou ty správný čipy. KEEP CALM AND DRIVE SIMPLE CAR WITHOUT PC AND AI !!!","Negative","POSITIVE","100","0.093740501","0","0.618096709"
"1528834079289925633","{}","Nebezpečnost poznáme podle toho, jaká opatření budou přijata v Číně.  Cool. Finále téhle civilizace by mohla být válka biologická, jaderná, laserová i asteroidová dohromady. Přežijí jen geneticky upravení kyborgové a budou navěky šťastni s umělou inteligencí. Mňam.  ","Negative","POSITIVE","100","0.005590449","0","0.761601448"
"1527929382014267392","Mirďulka","Zkouším umělou inteligenci Google translatoru: Žádný učený s nebe nespadl, ale blbce jakoby shazovali: No scholar fell from heaven, but idiots seemed to fall. Je to takový malý překladatelský oříšek.","Positive","NEGATIVE","20","0.779213428","80","0.015422652"
"1501296012090134540","Královecký kolemjdoucí ����","@HakimTheBizzare @Posledniskaut @amazon @JeffBezos Bezos disponuje velmi sofistikovanou umělou inteligencí na ojebávání těch tisíců single prodejců. Ta stejná umělá intelicence je nepochybně schopná rozeznat pičuse prodávající ""Z"" nebo ""pobeda"". Kdyby se chtělo. Tolik k tomu klacku, anonymní pse.","Positive","NEGATIVE","40","0.920390129","60","0.011554830"
"1496467684069982209","Trend Watcher","Studentka předvedla umělou inteligenci, která překládá znakový jazyk ","Positive","NEGATIVE","20","0.584339499","80","0.013650347"
"1623019936430886918","Daniel Prokop","@jirispicak @AnetaMartinkova @matschneid Nevymýšlí Stylese a Smithe už ta umělá inteligence? Takto predictable výsledky bych si představoval","Positive","NEGATIVE","20","0.696910203","80","0.022083005"
"1622894740130734080","Junélie","@lucipster Hlavně bude do pár let umělá inteligence tak vymakaná, že se to bude odhalovat jako na běžícím páse.  Ta ostuda pak.  Meh.","Positive","NEGATIVE","40","0.819994867","60","0.002289699"
"1461319338711994374","Rubikon PR","Za největší hrozbu u #AI  lidé považují bezpečnostní rizika, která může spoléhání na umělou inteligenci přinést – bojí se jich téměř 16 % respondentů.  Výzkum @NapadRoku  ","Positive","NEGATIVE","16","0.544446111","84","0.001311776"
