"id","user_name","full_text","negative","positive","created_at"
"1630981205632876549","Paul Newman","@JiChodil Nějaký postarší model umělé inteligence?","100","0","2023-03-01T17:19:56.000Z"
"1630966076694462480","Magdalen","@Bazilis Ten je opravdu povedený. Doufám, že je to výtvor umělé inteligence po pokusné aplikaci drog, že není skutečný. (Prosím, nepište mi, že je )","20","80","2023-03-01T16:19:49.000Z"
"1630957277296435200","Ján Simkanič","Představte si, jak byste se cítili na místě umělé inteligence - hezký příklad za pomocí šachové partie. A jinak super článek.   ","20","80","2023-03-01T15:44:51.000Z"
"1488193624269545473","Pozdní Adam","To, že mi můj MacBook díky umělé inteligenci dovoluje zcela automaticky a bez námahy kopírovat text ze všech obrázků, je naprosto geniální. Může to být soubor, webovka nebo třeba Outlook. Funguje to všude. Pokaždé mi to udělá radost. ","10","90","2022-01-31T16:53:03.000Z"
"1488091667907457025","Buď FIT","Další ze série podcastu #JednickyANuly, tentokrát o robotech a umělé inteligenci s odborníkem na toto téma Pavlem Surynkem.  ","20","80","2022-01-31T10:07:55.000Z"
"1629208058726326275","Dotekománie.cz 🇺🇦 🇨🇿","Spotify nasadilo umělou inteligenci, nabízí DJ pro personalizovaný obsah s hlasovým komentářem ","20","80","2023-02-24T19:54:05.000Z"
"1629190248793096194","Česká Mysl","Tvůrci filmů podporují stereotyp, že ženy do vědy nepatří. V této roli jich zobrazili jen devět   Ve filmu má umělou inteligenci v malíčku zpravidla geniální vědec. Někdy samotář, někdy výstřední, ale většinou vždycky muž. Vyplývá to ze studie britských ... ","100","0","2023-02-24T18:43:18.000Z"
"1629176626654191618","Dayweesh","Pornografie generovaná umělou inteligencí posouvá výraz ""umělý kozy"" na úplně novou úroveň.","100","0","2023-02-24T17:49:11.000Z"
"1629129758314299392","Šimon Černý","Právě jsem dostal přístup k novýmu bingu.  Nový Bing je vyhledávač od Microsoftu s umělou inteligencí GPT. Dává vám shrnutou odpověď z důvěryhodných zdrojů . Hledáte tak, jak mluvíte a myslíte. ","20","80","2023-02-24T14:42:56.000Z"
"1629115176711757826","Futureland DAO 🍥","Už jste vyzkoušeli umělou inteligenci Scribble Diffusion?   Jedná se o AI program, který vám vygeneruje obrázek podle náčrtu a textového doplnění.    ","20","80","2023-02-24T13:45:00.000Z"
"1629111474319773696","Burzovní svět","Nvidia podporuje zájem o umělou inteligenci novou cloudovou službou, akcie na základě předpovědi rostou ","20","80","2023-02-24T13:30:17.000Z"
"1629110753604116480","Coinmate.io","Už jste taky vyzkoušeli umělou inteligenci ChatGPT? A víte, že by nám mohla hodně pomoci s adopcí krypta?  Víc vám prozradí @RValihrach ve svém novém komentáři. -&gt;   #krypto #adopce #BTC #ChatGPT ","20","80","2023-02-24T13:27:25.000Z"
"1488062709027553280","Ondras Pribyla","Garryho Kasparova stojí za to sledovat. Šachy tu na twitteru moc neřeší, zato jeho vhledy o dynamice demokracií a diktátorů jsou zajímavé. A občas i myšlenky o algoritmech, soc.sítích a umělé inteligenci.","20","80","2022-01-31T08:12:51.000Z"
"1629084093638930433","Plaváček","Luxusní text Petra Koubského, což je prý alias pro novou umělou inteligenci , si zaslouží odemknout všem, kdo předplatné nemají. Lidé, čtěte! ","20","80","2023-02-24T11:41:29.000Z"
"1629081379450368001","Vojtěch Dražek","@ObertRudolf @CT24zive Asi jste zapomněla, že nemluvíte s umělou inteligencí, že máte takové otázky. Ale ve zkratce. Pravda je pro mě věc, kterou lze ověřit podložením důkazů, faktů a to z více zdrojů.","50","50","2023-02-24T11:30:42.000Z"
"1629042471626846208","Jablíčkář.cz","Válka o umělou inteligenci: Vyhraje Google nebo Microsoft? A je AI opravdu tak revoluční?","50","50","2023-02-24T08:56:06.000Z"
"1488058036702830592","Filip Černý","Koncert robotů na lince podvozků. Toyota. Kolín. #BILANCE o robotech a umělé inteligenci, v pondělí 7.2.     22.10     ČT1 ","30","70","2022-01-31T07:54:17.000Z"
"1487209590404128769","Chytil Tomáš 🇨🇿","Umělé inteligenci hrabe","100","0","2022-01-28T23:42:52.000Z"
"1629041978229891076","letemsvetemapplem.eu","Válka o umělou inteligenci: Vyhraje Google nebo Microsoft? A je AI opravdu tak revoluční?","50","50","2023-02-24T08:54:08.000Z"
"1629015018422386694","Jiří Borovec","Dobrý den. Používáte prosím někdo chatbot GPT-3, umělou inteligenci od OpenAI? Pokud ano, jaké s ní máte zkušenosti? Díky ","20","80","2023-02-24T07:07:00.000Z"
"1629006048051793923","SMARTmania.cz","Bing poháněný umělou inteligencí přistává na smartphonech  Najdete jej v aplikacích Bing, Edge a dokonce i Skype ","20","80","2023-02-24T06:31:21.000Z"
"1628813859573182468","Česká Mysl","Jak zregulovat umělou inteligenci? OpenAI a další navrhují omezit přístup k výkonnému hardwaru   Experti ze Stanfordovy a Georgetownské univerzity a inženýři z OpenAI nedávno zveřejnili obsáhlý dokument, který vzešel z debat s dalšími vědci loni na ... ","30","70","2023-02-23T17:47:40.000Z"
"1628812848901095424","Na volné noze","Vznikají nástroje, jejichž cílem je odhalit texty generované umělou inteligencí, které jsou falešně prezentovány jako napsané člověkem — např. AI Text Classifier od tvůrců ChatGPT z OpenAI [ nebo bezplatná služba AI Writing Check [","30","70","2023-02-23T17:43:39.000Z"
"1628801936588783617","Minuta N","ČVUT bude spolupracovat s NATO na projektech, které se zabývají umělou inteligencí či kvantovými technologiemi #Školství #Nato #Technologie ","20","80","2023-02-23T17:00:18.000Z"
"1628797499635802113","Pavel Šrubař","Kdyby umělou inteligenci trénovali na mých twítech, nejspíš by jim vyskočilo ERROR_INTEGRITY_VIOLATION. #socialninja","100","0","2023-02-23T16:42:40.000Z"
"1628784307555778561","Živě.cz a Computer","Už i Spotify chystá umělou inteligenci. Jmenuje se DJ a ještě lépe doporučí písničky","20","80","2023-02-23T15:50:14.000Z"
"1487136069955076098","MichMaan 🙈","Včera jsem odevzdal seminárku o Umělé inteligenci a ochraně dat uživatelů na internetu.  Dneska dropnul FB novou AI a evropská komise návrh na novou regulaci.","20","80","2022-01-28T18:50:43.000Z"
"1628761779126796288","Lukefry","@snebo_zalez Pro umělou inteligenci žádný problém.","20","80","2023-02-23T14:20:43.000Z"
"1487042260705460226","Fi1618","@KrutoPravnik @hantchele_e Té své roční, i 1/2roční umělé inteligenci vysvětluju a nechávám ji sbírat data. Nechám ji spálit o hrnek, aby mohla ke klíčovému slovu ""Pálí"" přiřadit pocit. Přidávám ""AU"" (vše potenciálně bolestivé). Generalizuje obstojně, nedopustit trvalé poškození senzorů je má odpovědnost.","40","60","2022-01-28T12:37:57.000Z"
"1486709701366751232","L","@TinaBluemelova No ti dva zmínění zrovna ne, ale co ten zbytek? Co ta Peková, co tam zase mektala o uměle vytvořeným viru a umělé inteligenci?","0","0","2022-01-27T14:36:29.000Z"
"1486648726974341120","otecfura","*Upozorňujeme, že následující hovor může být odposloucháván, nahráván, použit pro cílení reklamy a pouštěn umělé inteligenci pro pobavení.*","75","25","2022-01-27T10:34:11.000Z"
"1486023674268368899","ABB Czech Republic","Konference na čapkovská a robotická témata jsou za námi. O umělé inteligenci diskutoval Jan Šindler z divize robotiky #ABB. Akce se zúčastnil i předseda senátu @Vystrcil_Milos a ministr kultury @MartinBaxa2. Zvládl #YuMi předat šek laureátovi ceny Karla Čapka? Podívejte se sami.","20","80","2022-01-25T17:10:27.000Z"
"1628757067145027585","Investičníweb.cz","Válka o umělou inteligenci: Vyhraje #Google, nebo #Microsoft? A je #AI opravdu tak revoluční? ","50","50","2023-02-23T14:02:00.000Z"
"1486018531741343753","Forbes Česko","Meta staví nový superpočítač pro výzkum umělé inteligence. Dokončen má být v polovině letošního roku a má se stát nejrychlejším provozovaným superpočítačům pro umělou inteligenci.","20","80","2022-01-25T16:50:01.000Z"
"1485892698393522176","Portu","Výzkumný tým firmy Meta Platforms, mateřské společnosti Facebooku, staví nový superpočítač pro výzkum umělé inteligence. Dokončen má být v polovině letošního roku, oznámila společnost. Meta věří, že její superpočítač bude nejrychlejším superpočítačem pro umělou inteligenci (AI).","20","80","2022-01-25T08:30:00.000Z"
"1484835164249284613","Jitka Cejkova","Dnes začíná třídenní konference o robotech, R.U.R., Čapkovi a umělé inteligenci. Vstup zdarma, přijďte taky! Spousta zajímavých přednášek a diskuzí  @DivadloArcha #robot100 #robot #RUR #AI #KarelCapek ","20","80","2022-01-22T10:27:44.000Z"
"1484575769380761611","Ondřej Škoda 💙💛","@Hedvikka Mám to stejně. Děsivé.  ""I have no mouth and I have to scream.""   Sci-fi povídka o umělé inteligenci, která tráví každičkou vteřinu svého výpočetního výkonu vymýšlením nových způsobů mučení pro své stvořitele :)","100","0","2022-01-21T17:17:00.000Z"
"1484506830382403586","Business Wire-Czech","Investice společnosti Thoma Bravo ve výši 85 milionů USD pomohla společnosti Personetics získat v roce 2021 více než 160 milionů USD, což urychlí globální expanzi jejích řešení založených na umělé inteligenci pro personalizaci a zvýšení zapojení...  ","20","80","2022-01-21T12:43:03.000Z"
"1483915250407772164","týna","snad me po mé seminárce o umělé inteligenci bude chtít alespoň nějaký nerdy virgin matfyzak","0","0","2022-01-19T21:32:20.000Z"
"1482639118639185920","Security Magazín","Společnost Axis Communications představuje tři kopulovité kamery vybavené jednotkou pro zpracování hlubokého učení (DLPU), která umožňuje využívat v koncových zařízeních aplikace založené na umělé inteligenci.   ","20","80","2022-01-16T09:01:26.000Z"
"1482027619138875402","FeedIT.cz","Nové varifokální kopulovité IP kamery Axis zajistí všestranný dohled – i díky umělé inteligenci","0","0","2022-01-14T16:31:33.000Z"
"1481529954789646336","Solutia","Zvýšená produktivita s AI  Virtual Coach je naše asistenční funkce založená na umělé inteligenci, která umožňuje agentům podpory pomáhat zákazníkům rychleji a trávit méně času rutinními problémy.     #ai #virtualcoach #nlp","20","80","2022-01-13T07:34:01.000Z"
"1481268524245037060","Petr Uličný","Akční plán digitálního vzdělávání na období 2021–2027 se věnuje i digitálním kompetencím ve vztahu k umělé inteligenci - aby umělou inteligenci vytvářeli a KONTROLOVALI dostatečně  kvalifikovaní odborníci…","20","80","2022-01-12T14:15:11.000Z"
"1481255560767025154","EURACTIV.cz","Jak chytře využít umělou inteligenci a nespálit se? Poslechněte si nový díl podcastu #Evropazblízka s europoslancem @PiratKolaja, národním koordinátorem pro centra umělé inteligence @janklesla (@mpo_tweetuje) a vědcem z @CVUTPraha Tomášem Mikolovem.  ","20","80","2022-01-12T13:23:40.000Z"
"1479916642524180484","Dobrý Zprávy"," Na letišti Heathrow v Londýně funguje nová technologie SEEKER, která má odhalovat zejména pašovaná zvířata z různých destinací.   Přečtěte si, kdo se na umělé inteligenci podílel a jakou má prozatím úspěšnost.  ","20","80","2022-01-08T20:43:17.000Z"
"1479444671747305479","Filip Brychta","Psal jsem o umělé inteligenci ve vojenství. Je to děsivé a fascinující zároveň  Taky je to zatím můj nejdelší novinářský počin.  Nebojte, je to i v audiu ","50","50","2022-01-07T13:27:51.000Z"
"1479069930423484422","KnihovnaVáclavaHavla","Po škole #4 O podnikání a umělé inteligenci s Patrikem Vácalem","0","0","2022-01-06T12:38:45.000Z"
"1641475109318803456","Jan Koláček","@MercuryBarbora To se fakt stalo anebo je umělá inteligence už na tak vysoké úrovni?","50","50","2023-03-30T16:18:57.000Z"
"1478061140408258570","Petr Uličný","Zakázány a to zcela mají být systémy s umělou inteligencí, jako např:  využívání podprahových technik přidělování sociálního kreditu  obecná biometrická identifikace osob ve veřejně přístupných prostorách pro účely vymáhání práva  (Zdroj: EK-akt o umělé inteligenci 2021) ","100","0","2022-01-03T17:50:11.000Z"
"1641469488628416512","Jiří Hlaváč","@JakubKandera @Antropius @ilblog Pořád je to jen matematický statistický model, který za sebe sází slova dle toho, jak složitým skórováním v mnohodimenzionálních datových polích vyhodnotí, že je nepravděpodobnější. A jelikož se učí na reálných textech, dává to smysl.  Ale ne, není to opravdová umělá inteligence.","50","50","2023-03-30T15:56:37.000Z"
"1641467471096954880","Lucky hrebik.eth","@PavelNovotnak @1250cc03004c44e Ten proslov mu psala zřejmě špatně vyvinuta uměla inteligence běžící na procesoru automatické pračky.","100","0","2023-03-30T15:48:36.000Z"
"1478006849454718976","Renata Renata🇨🇿","@kate_axar Pokud mluví o zřízení nového úřadu, tak to nebude jen o umělé inteligenci..","50","50","2022-01-03T14:14:27.000Z"
"1477962322488483841","🕉️ Dominique 💋 🖋 🗯 🖇","Lidi se musí nastartovat a dnes se projevuje, koho počítače nemají rádi a kdo celý rok třískal s tou myší a klikal jako divej a že umělé inteligenci bylo ty dva týdny lépe bez vás.","100","0","2022-01-03T11:17:31.000Z"
"1641465785263505410","František Vávra","@MarketkaG Jeden Parlament! Jeden Kabel! Jedna Umělá Inteligence!","0","0","2023-03-30T15:41:54.000Z"
"1641462477312458753","𝔇𝔞𝔪𝔦𝔞𝔫 ☥","@diwous Za mě i/y doplňuje umělá inteligence. Ještě to chce doladit. Podobně jako Tvůj vkus na filmové žánry.","20","80","2023-03-30T15:28:46.000Z"
"1641462158423629827","Stanislav Dvořák"," Elon Musk něco ví.....  ""Věřte mi, že umělá inteligence je mnohem nebezpečnější než jaderné zbraně.""  březen 2018 ","100","0","2023-03-30T15:27:30.000Z"
"1476837144421453825","Petr 🇨🇿","@PavelRahamabad1 @DanPriban @Twitter Ty vole neříkej mi ty vole :) Neslyšels o umělé inteligenci? Ví třeba líp než ty co je pro tebe dobré :)","20","80","2021-12-31T08:46:28.000Z"
"1473534096550866946","E15news","Globální dohoda o umělé inteligenci není neprůstřelná. Přesto represivním režimům svazuje ruce","40","60","2021-12-22T06:01:20.000Z"
"1472207495464693762","Igor Pechanec","Jak se z malých vynálezů stává velký problém: příběh benzínu, freonů a pana Midgleyho mladšího vztažený k dnešní umělé inteligenci –  ","100","0","2021-12-18T14:09:53.000Z"
"1628749007026630657","ČSOB","Další díl „Buďte v obraze v inovacích“ už za chvíli.  Hostem @misalhotkova bude Tomáš Mikolov, expert na strojové učení a umělou inteligenci. O #AI, počítačích, vědě, vývoji...  Dnes v 15 hodin zde:  ","20","80","2023-02-23T13:29:58.000Z"
"1628742883011330048","Vlevo Dole"," Poprosili jsme umělou inteligenci Poe, aby nám sepsala fiktivní koaliční smlouvu pro pražský magistrát. Rozeznáte, co napsala AI a co vyjednávači Spolu, Pirátů a Starostů?  Pražský speciál #Vlevodole je k poslechu na  a ve všech podcastových aplikacích ","20","80","2023-02-23T13:05:38.000Z"
"1472149420426903553","Patrick Zandl","Jak se z malých vynálezů stává velký problém: příběh benzínu, freonů a pana Midgleyho mladšího vztažený k dnešní umělé inteligenci (tentokráte článková verze dříve vydaného podastu). ","50","50","2021-12-18T10:19:07.000Z"
"1628737677838192641","Inteligentnisvet.cz","Amatér rozdrtil umělou inteligenci ve hře, ve které jasně dominovala. Co se stalo?    #umelainteligence #clovek #vs #pocitac #technologie ","20","80","2023-02-23T12:44:57.000Z"
"1641452275137921029","Petros Michailidis","@MarketkaG Majora by zajímalo, co si pod takovým pojmem “umělá inteligence” Kefalín představuje.","50","50","2023-03-30T14:48:13.000Z"
"1628708611391164416","Školské odbory","Pedagogové v #Česku se neobávají toho, že by žáci ve výuce zneužívali umělou inteligenci. Známky z doma psaných esejů a seminárních prací, kterou by mohl psát takzvaný chatbot nebo jiná podobná technologie, tvoří jen malou část hodnocení.  Zdroj:  ","30","70","2023-02-23T10:49:27.000Z"
"1628679824138022913","Jiří Doubravský","@bratricek od totalitních režimů se ani nic jiného očekávat nedalo, nikdy neakceptují ""inteligenci"" ani tu umělou ne.","100","0","2023-02-23T08:55:04.000Z"
"1470268824448647169","INFO.CZ","Umělé inteligenci se zatím v investování moc nedaří. Kdy se to změní? Nejen o tom je Kapitola s @VojtechKristen a @radimkrejci z @portucz.","75","25","2021-12-13T05:46:18.000Z"
"1641448308689473544","FeedIT.cz","Bolt rozšiřuje seznam bezpečnostních funkcí, pomáhat mu s tím bude umělá inteligence ","20","80","2023-03-30T14:32:28.000Z"
"1628653173127671810","investigace_cz","2/4 V plánu je nasadit na vyhledávání „škodlivého obsahu“ i umělou inteligenci. Software má dodat česká firma.  #RussianCensorFiles #investigace #roskomnadzor #rusko #cenzura #putin #ukrajina","50","50","2023-02-23T07:09:10.000Z"
"1628635768657702913","Rychlofky","Spotify spustilo DJ, funkci DJ s umělou inteligencí. ","20","80","2023-02-23T06:00:00.000Z"
"1628557450667229184","Jana Ciglerova","Webový science fiction magazín Clarkesworld dočasně pozastavil příjem nových povídek. Důvodem je záplava textů vygenerovaných umělou inteligencí.","75","25","2023-02-23T00:48:48.000Z"
"1628459856058322949","jozka.cb","@smucler Ano,zrušme!Čím více je otrok negramotný,tím méně se ptá.A na odbornou práci budeme mít umělou inteligenci.","100","0","2023-02-22T18:20:59.000Z"
"1469058218370473993","Patrick Zandl","Vlastně to chtěl @peterkmet - je to příběh olova, freonu a kladkostroje vztažený k umělé inteligenci. Tak jsem z něj udělal další díl podcastu. Bacha, má to půl hodiny (a jako článek je to taky megadlouhý).  ","0","0","2021-12-09T21:35:47.000Z"
"1468980011071856646","EUROPEUM 🇨🇿🇪🇺","Jaký vliv bude mít nařízení na vývoj budoucí umělé inteligence? Ovlivní nařízení již umělou inteligenci?  O tom budeme diskutovat v dnešní debatě #CaféEvropa. ️  Začínáme v 17:30 a najdete nás pod tímto odkazem:","50","50","2021-12-09T16:25:01.000Z"
"1468978808564899850","EURACTIV.cz","Evropa vymýšlí, jak do budoucna přistoupit k umělé inteligenci tak, aby nenadělala více škody než užitku. Regiony argumentují, že bez nich se nová regulace neobejde. ","50","50","2021-12-09T16:20:14.000Z"
"1628452120927039490","Živě.cz a Computer","Jak zregulovat umělou inteligenci? OpenAI a další navrhují omezit přístup k výkonnému hardwaru","50","50","2023-02-22T17:50:15.000Z"
"1641442063802839040","letem světem internetem","iRozhlas: Umělá inteligence oklamala naši reportérku, říká šéf zpravodajství švédského veřejnoprávního rozhlasu Seznam: V Praze 35, v Ostravě 27. Ve kterých městech pošta zruší nejvíce poboček ČT24: V nadcházejících měsících můžeme být aktivnější na frontě, prohlásil Zelenskyj","60","40","2023-03-30T14:07:39.000Z"
"1628394041124724746","newsbox.cz","Pedagogové v Česku se moc neobávají, že by žáci ve výuce zneužívali umělou inteligenci ","20","80","2023-02-22T13:59:28.000Z"
"1628381880629223424","Ondrej Rosicky","@lawgicprg Zkouším ChatGPT a dovedu si představit, že budu umělou inteligenci běžně využívat při práci. Taky si dovedu představit, že mi tenhle nástroj pomůže ""zjednodušit"" informace napsané jazykem právníků, ale abych byl souzen na základě ""rozhodnutí"" AI, tak z toho bych měl obavu.","40","60","2023-02-22T13:11:08.000Z"
"1628379402017931266","Lina","Nechápu  Právě jsem si asi hodinu chatovala o všem možném s umělou inteligencí a už dlouho jsem si s nikým tak dobře nepokecala  Kam toto půjde dál...","20","80","2023-02-22T13:01:17.000Z"
"1628379046537986048","Lucie Stuchlíková","Udělali jsme test a požádali umělou inteligenci, aby napsala pražskou koaliční smlouvu. Sepsala ji úplně stejně jako politici, jen možná trochu upřímněji  ","20","80","2023-02-22T12:59:53.000Z"
"1641432269494837248","Jiří X. Doležal","Jako žvanivý hlupák. Umělá inteligence se na internetu naučila lidské blbosti","100","0","2023-03-30T13:28:44.000Z"
"1468972231711596557","Jan Kubica","3/ Jeden z výborů Rady Evropy přijal doporučení ohledně mezinárodní smlouvy o umělé inteligenci, první svého druhu. Text smlouvy ještě nemáme a ještě zhruba rok potrvá jeho vyjednávání, ale doporučení zmiňují zajímavou novinku: právo vědět, kdy jednáme s umělou inteligencí!","20","80","2021-12-09T15:54:06.000Z"
"1630950288759615496","Echo24.cz","Novinářům hrozí, že budou nahrazeni systémy umělé inteligence (AI), jako je chatovací robot ChatGPT, uvedl generální ředitel německé mediální skupiny Axel Springer Mathias Döpfner.  ","75","25","2023-03-01T15:17:05.000Z"
"1641430995097231362","Jana Tatýrková","@SalamonTomas Jen za to nervové vypětí...je to výsměch. To už opravdu může soudit ta umělá inteligence. Horší o moc nebude","100","0","2023-03-30T13:23:40.000Z"
"1641426137241858049","Jaroslav Šmarda","@pollert11 Bojíte se, že přijdete o práci? Vlastně jo ... myslím o Vaši ""literární"" činnost ... tyhle obhajoby neobhajitelneho za Vás  bude moci psát umělá inteligence.","100","0","2023-03-30T13:04:21.000Z"
"1630949872621813762","Vítek","@kalousekm @P_Fiala Vůbec nechápu jak to může nastat v době vyspělých informačních technologií a umělé inteligence","100","0","2023-03-01T15:15:25.000Z"
"1628375925522931712","Jiří Hudeček","Dobře, vy máte umělou inteligenci, ale my máme umělou pusu! (Jestli to Xi Jinping taky nezakáže, aby ještě víc neklesla porodnost)","50","50","2023-02-22T12:47:29.000Z"
"1468972223759224838","Jan Kubica","Už jste si psali s “virtuální sestrou” Anežkou? Znáte Google Duplex, který už několik let zpátky sám objednával kadeřníka nebo stůl v restauraci? Tak právě i na tyto případy může mířit první mezinárodní smlouva o umělé inteligenci. Vlákno  ","40","60","2021-12-09T15:54:04.000Z"
"1630904421704949765","Tomáš Sobel","Souběh existence umělé inteligence s organickou hloupostí   To bude teprve výzva pro zítřejší já každého z nás.","20","80","2023-03-01T12:14:49.000Z"
"1641425897017286659","SMARTmania.cz","Období, kdy umělá inteligence neobsahovala reklamy, je zdá se u konce  Microsoft testuje první komerční sdělení v rámci Bing Chat  ","40","60","2023-03-30T13:03:24.000Z"
"1630882874370007040","Tukka Rittu","1/ Boom umělé inteligence mění UK. Oxford uni (a další) zakazují její používání pro studentské práce. Eseje a psané práce tvoří jádro finálního hodnocení i přijímacích řízení a najednou to můžou smolit chatboti. Ministerstva vyzývají úředníky, aby nevyužívali AI k psaní oficiální","75","25","2023-03-01T10:49:12.000Z"
"1628367705962078251","Pavel Hodál","Může 13letý žák bez znalosti programování vytvořit hru? Není to ideální, není to růžové, ale odpověď zní ""ano"". Využili jsme Umělou Inteligenci a chat GPT k návrhu kódu.   Spíš mě to ale vedlo k zamyšlení nad cílem takové výuky s AI a kam to celé povede. ","40","60","2023-02-22T12:14:49.000Z"
"1630865655619518464","ABRA Software","ABRA Flexi nabízí přes 160 doplňků a jedním z nich je Digitoo. Software za pomoci umělé inteligence automaticky „přepíše“ informace z faktury, které se během pár vteřin ocitnou v ABRA Flexi bez nutnosti manuálního zadávání dat.  ","20","80","2023-03-01T09:40:46.000Z"
"1628352465413324800","yeast girl","@IStoleAthena Kde to kurva kdo psal??? Já teda u fotografií používám umělou inteligenci, ale nedokážu si představit, že celý ten proces za mě udělá AI. Jakože mi někdo napíše: ""Hej, nafotíš nám svatbu?"" a pak se ozvou později, že to zvládne AI, nebo? Tohle je doslova nenahraditelný.","100","0","2023-02-22T11:14:15.000Z"
"1641409445056983043","FeedIT.cz","Umělá inteligence pomůže snížit plýtvání potravinami v obchodech, jako první s tím přichází české řešení Food Save ","20","80","2023-03-30T11:58:02.000Z"
"1628350529838489602","Vlevo Dole","Úkrok stranou! Žádné důchody, žádný prezident... tentokrát jsme se ve #Vlevodole podívali na Prahu.   V dílu nechybí:  *pražská koaliční smlouva psaná umělou inteligencí *pověst o svaté Starostě *tradiční „hlubočkovský“ přeřek @VacDol  Příjemný poslech  ","50","50","2023-02-22T11:06:34.000Z"
"1628345400548524034","Janko Adamczyk 🇪🇺🇨🇿","Však já to tu umělou inteligenci naučím!! I kdyby mi to sto let trvat mělo.","20","80","2023-02-22T10:46:11.000Z"
"1628341447022858243","Burzovní svět","Společnost GE HealthCare se na umělou inteligenci zaměřila více, než si možná myslíte ","20","80","2023-02-22T10:30:28.000Z"
"1468864920129347587","Martin Rozhoň","Více než 40 speakerů převážně z řad leaderů technologických firem a inovativních startupů, vystoupilo na E15 Technologic Festivalu. Debatovalo se o umělé inteligenci, kryptoměnách, investicích do tehchnologií a došlo také na klání startupů. ","20","80","2021-12-09T08:47:41.000Z"
"1468547166570356736","EUROPEUM 🇨🇿🇪🇺","30.11. se uskutečnilo veřejné slyšení Zvláštního výboru pro umělou  inteligenci (AIDA). Jednalo se o dopadu zaujatosti na vývoj důvěryhodné umělé inteligence a o způsobech omezení.   Celý článek spolu s dalšími novinkami z EP si můžete přečíst zde","50","50","2021-12-08T11:45:03.000Z"
"1630857812640256000","Lucienka 🇨🇿 🇺🇦","@HarryhoInfo Funny pokus. První báseň na HarryhoInfo a od umělé inteligence, jak jinak, že?! ","20","80","2023-03-01T09:09:37.000Z"
"1468212778532065281","PRK Partners","Slýcháte o umělé inteligenci a nejste si jisti, co si pod ní představit? Odpoví vám první ze dvou dílů našich podcastů na téma umělé inteligence ve spolupráci s @infocz_web.   #podcast #pravokrannikave #umelainteligence #artificalinteligence ","20","80","2021-12-07T13:36:19.000Z"
"1630856326216577030","World News 24","Tři týdny po představení umělé inteligence ve vyhledávači Bing ji společnost Microsoft přidává i do Windows 11, a to prostřednictvím aktualizace,... Více na   ","20","80","2023-03-01T09:03:42.000Z"
"1630836249840742400","Monitora","Jako první na trhu nabízíme shrnutí článků za pomoci AI. Díky prvkům umělé inteligence uživatelům nabízíme shrnutí v několika málo větách, není tedy nutné číst celý obsah.  ","20","80","2023-03-01T07:43:56.000Z"
"1630630746321764367","Kamil Krbalek","@iDNEScz A co se stane, až v práci většinu lidí nahradí roboti a umělé inteligence? Z čeho se budou platit důchody, když většina lidí bude nezaměstnaná nebo budou dělat za minimální mzdu podřadné práce?","75","25","2023-02-28T18:07:20.000Z"
"1641402983639285760","kurzy.cz","Umělá inteligence pomůže snížit plýtvání potravinami v obchodech, jako první s tím přichází české řešení ","20","80","2023-03-30T11:32:21.000Z"
"1630612428105867264","Kam_Investovat_cz","Investovat do umělé inteligence ? Umělá inteligence aktuálně přitahuje velikou pozornost veřejnosti. Je to bublina nebo opravdu jde o oblast, která nabídne určitou změnu či narušení stávajích pořadků  nejenom v IT ? Zajímavý podcast:   ","20","80","2023-02-28T16:54:32.000Z"
"1641400837963431937","Seznam Zprávy","Holý: „Vzniká narativ, kdy západní firmy argumentují ‚Nechte nás, my to postavíme dobře, my jsme vaše záchrana před dominancí Číny v oblasti AI‘. Ale umělá inteligence je generická technologie, kterou Čína použije na úplně něco jiného, než se budeme snažit použít my.“ #ptamseja","100","0","2023-03-30T11:23:50.000Z"
"1641398322861572096","Václav Bárta","Umělá inteligence je tady a mění náš svět. Zlepšuje medicínu, vylepšuje dopravu a transformuje průmysl. Ale s tím přichází i otázky o etice a ochraně soukromí. Jak se podle vás bude AI vyvíjet a jaké jsou její výhody a rizika? #AI #technologie #inovace","20","80","2023-03-30T11:13:50.000Z"
"1630606410672222210","Kafkaladislav 🇨🇿🤝🇺🇦","Jak by podle umělé inteligence vypadala Evropa v roce 2100. No pokud nezačneme brát věci seriózněji tak to dopadne hůř než toto ukazuje","50","50","2023-02-28T16:30:38.000Z"
"1630591270484574213","oTechnice","Společnost Meta se připojuje ke Googlu, Microsoftu a dalším technologickým firmám, které investují velké množství prostředků a času do vývoje umělé inteligence a chatbotů. Mark Zuckerberg prozradil, že Meta plánuje vyvíjet nové „AI avatary.“ To znamená, že bychom se mohli v bl... ","20","80","2023-02-28T15:30:28.000Z"
"1630588215882133506","Welcome to the Jungle Česko","Rok 2023 sotva začal, ale už to vypadá, že bude rokem AI, tedy umělé inteligence. Máme se jí bát? Sebere nám práci? Nebo nám ji (konečně) ubere?  ","20","80","2023-02-28T15:18:20.000Z"
"1630580082778558471","FeedIT.cz","Monitoria Media jako první na trhu nabídne shrnutí článků pomocí umělé inteligence od OpenAI, která stojí za Chat GPT ","20","80","2023-02-28T14:46:01.000Z"
"1630569382228156419","Forbes Česko","#breakingnews Druhý nejbohatší muž světa Elon Musk se obrátil na výzkumníky umělé inteligence se záměrem otevřít novou laboratoř, která by vyvinula alternativu k chatbotovi ChatGPT. ","20","80","2023-02-28T14:03:29.000Z"
